element,id,amenity,operator,brand,cash_in,opening_hours,target,cafe_300,restaurant_300,pharmacy_300,shop_300,bus_stop_300,cafe_500,restaurant_500,pharmacy_500,shop_500,bus_stop_500,poi_sum_300,poi_sum_500
,,,,,,,0,0,1,1,1,0,0,1,1,1,0,3,3
,,,,,,,0,0,0,1,0,0,0,1,2,1,2,1,6
,,,,,,,0,0,0,0,0,2,0,0,2,0,5,2,7
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,3,0,0,0,0,4,3,4
,,,,,,,0,0,0,0,0,0,1,0,0,0,2,0,3
,,,,,,,0,1,0,0,0,0,1,0,0,0,2,1,3
,,,,,,,0,0,0,0,0,2,2,0,0,1,3,2,6
,,,,,,,0,0,0,1,1,0,1,0,1,2,4,2,8
,,,,,,,0,1,0,1,2,1,2,0,1,2,4,5,9
,,,,,,,0,1,2,3,1,1,4,6,3,6,6,8,25
,,,,,,,0,1,1,2,4,1,3,5,5,6,3,9,22
,,,,,,,0,0,0,0,0,1,0,0,1,2,3,1,6
,,,,,,,0,0,0,0,0,2,0,0,1,2,5,2,8
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,2,2,0,2,0,0,6
,,,,,,,0,1,1,0,4,0,5,5,0,5,0,6,15
,,,,,,,0,0,0,0,0,0,1,0,0,2,1,0,4
,,,,,,,0,0,0,0,0,0,2,0,0,1,0,0,3
,,,,,,,0,3,0,1,1,0,4,0,2,2,1,5,9
,,,,,,,0,2,0,1,0,2,4,0,2,2,4,5,12
,,,,,,,0,3,0,0,1,1,6,0,3,2,3,5,14
,,,,,,,0,2,0,1,2,1,7,1,3,4,2,6,17
,,,,,,,0,2,0,0,0,1,7,1,4,4,2,3,18
,,,,,,,0,1,0,0,1,0,1,0,0,1,1,2,3
,,,,,,,0,0,0,0,0,0,2,0,0,0,1,0,3
,,,,,,,0,0,0,0,0,1,2,0,1,6,1,1,10
,,,,,,,0,0,0,0,2,2,0,0,0,3,4,4,7
,,,,,,,0,0,0,0,3,1,1,0,2,5,3,4,11
,,,,,,,0,1,0,3,5,4,1,0,4,9,6,13,20
,,,,,,,0,0,0,1,1,0,1,0,4,6,4,2,15
,,,,,,,0,0,0,0,1,1,0,0,2,2,3,2,7
,,,,,,,0,0,0,0,1,1,0,0,2,2,2,2,6
,,,,,,,0,0,1,0,2,0,0,2,3,3,0,3,8
,,,,,,,0,0,1,0,2,0,0,1,1,2,2,3,6
,,,,,,,0,0,0,1,2,2,1,0,2,3,5,5,11
,,,,,,,0,0,0,0,0,0,0,0,1,1,2,0,4
,,,,,,,0,0,0,0,0,3,0,0,0,1,5,3,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,4
,,,,,,,0,1,0,0,0,0,1,0,0,0,2,1,3
,,,,,,,0,0,0,0,0,2,2,0,0,0,2,2,4
,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,1
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,2
,,,,,,,0,0,0,0,1,1,0,0,0,2,3,2,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,1,2,0,0,0,2,4,3,6
,,,,,,,0,0,0,0,1,2,0,0,0,2,3,3,5
,,,,,,,0,0,0,0,0,1,0,0,0,1,5,1,6
,,,,,,,0,0,0,1,1,4,0,0,2,3,5,6,10
,,,,,,,0,0,0,1,2,0,1,1,3,6,4,3,15
,,,,,,,0,0,1,0,1,1,0,1,2,4,4,3,11
,,,,,,,0,0,0,1,2,0,0,0,2,3,3,3,8
,,,,,,,0,0,0,1,1,1,3,0,7,5,4,3,19
,,,,,,,0,3,0,7,3,4,4,0,9,5,4,17,22
,,,,,,,0,1,0,3,2,1,1,1,3,4,7,7,16
,,,,,,,0,0,0,0,1,2,0,0,2,4,8,3,14
,,,,,,,0,0,0,1,3,0,0,0,2,4,4,4,10
,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,2,0,1,0,0,5,2,6
,,,,,,,0,0,0,1,0,3,0,0,2,1,4,4,7
,,,,,,,0,0,0,0,1,2,0,0,2,1,4,3,7
,,,,,,,0,0,0,0,1,1,0,0,1,3,3,2,7
,,,,,,,0,1,0,2,1,3,1,1,3,3,5,7,13
,,,,,,,0,0,0,0,0,0,2,2,1,2,2,0,9
,,,,,,,0,0,0,0,0,1,1,0,0,1,4,1,6
,,,,,,,0,0,0,0,0,2,1,0,0,0,3,2,4
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,5,2,5
,,,,,,,0,0,0,0,0,1,0,0,0,3,4,1,7
,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,2
,,,,,,,0,4,1,1,3,0,5,1,6,7,2,9,21
,,,,,,,0,2,0,2,2,2,5,1,4,5,4,8,19
,,,,,,,0,0,0,1,2,0,1,0,2,4,4,3,11
,,,,,,,0,0,0,1,0,2,0,0,3,7,2,3,12
,,,,,,,0,0,0,0,1,2,1,1,0,3,3,3,8
,,,,,,,0,0,0,0,0,2,2,0,1,1,6,2,10
,,,,,,,0,0,0,0,0,0,3,0,0,0,2,0,5
,,,,,,,0,0,1,0,0,1,3,1,0,0,3,2,7
,,,,,,,0,0,0,0,0,1,1,0,2,3,4,1,10
,,,,,,,0,0,0,0,2,2,1,1,3,7,3,4,15
,,,,,,,0,0,0,0,0,1,1,1,0,1,4,1,7
,,,,,,,0,2,0,0,0,2,2,1,1,1,2,4,7
,,,,,,,0,0,1,0,0,2,0,1,0,1,4,3,6
,,,,,,,0,0,0,1,1,0,0,1,2,1,2,2,6
,,,,,,,0,0,0,0,2,0,1,0,2,3,4,2,10
,,,,,,,0,3,1,1,3,5,4,1,5,7,10,13,27
,,,,,,,0,1,0,0,0,2,2,1,6,7,6,3,22
,,,,,,,0,0,0,1,0,2,1,0,1,1,3,3,6
,,,,,,,0,0,0,0,1,0,0,0,0,1,1,1,2
,,,,,,,0,2,0,4,5,0,2,0,5,8,5,11,20
,,,,,,,0,0,0,2,1,4,5,4,6,8,5,7,28
,,,,,,,0,2,2,1,0,0,14,8,3,3,3,5,31
,,,,,,,0,2,0,1,1,0,4,1,2,1,2,4,10
,,,,,,,0,0,0,0,0,3,0,0,1,0,4,3,5
,,,,,,,0,0,0,0,0,0,3,0,1,2,5,0,11
,,,,,,,0,4,0,1,3,2,4,0,1,3,4,10,12
,,,,,,,0,0,0,0,0,0,1,0,0,1,3,0,5
,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,2,0,0,0,0,4,2,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,1,0,0,4,2,5
,,,,,,,0,2,1,3,2,2,2,2,4,3,5,10,16
,,,,,,,0,0,0,2,1,0,1,0,3,1,0,3,5
,,,,,,,0,0,0,0,0,0,0,0,1,1,1,0,3
,,,,,,,0,0,0,1,0,0,0,0,1,0,1,1,2
,,,,,,,0,1,0,0,0,0,2,1,0,0,0,1,3
,,,,,,,0,2,1,1,1,2,6,3,2,2,4,7,17
,,,,,,,0,7,2,1,1,0,14,2,2,2,4,11,24
,,,,,,,0,3,1,0,0,0,9,1,1,1,0,4,12
,,,,,,,0,0,0,0,0,0,2,0,0,2,1,0,5
,,,,,,,0,2,0,0,2,1,6,4,0,3,2,5,15
,,,,,,,0,1,0,0,0,0,3,4,2,1,2,1,12
,,,,,,,0,0,0,0,0,0,1,0,0,1,2,0,4
,,,,,,,0,0,0,0,0,1,0,0,0,1,2,1,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,1,0,0,0,4,1,5
,,,,,,,0,1,0,0,0,3,1,0,0,0,4,4,5
,,,,,,,0,0,0,0,0,2,1,0,0,0,6,2,7
,,,,,,,0,0,0,0,0,1,0,0,0,0,3,1,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,0,0,0,2,2,0,1,2,4,3,9
,,,,,,,0,0,0,2,2,3,2,0,3,4,8,7,17
,,,,,,,0,0,0,0,1,0,0,0,2,1,2,1,5
,,,,,,,0,0,0,0,0,2,0,0,1,4,3,2,8
,,,,,,,0,0,0,1,1,0,1,0,1,1,4,2,7
,,,,,,,0,1,0,0,0,0,2,0,0,0,0,1,2
,,,,,,,0,2,4,1,0,0,11,10,1,1,1,7,24
,,,,,,,0,8,5,1,0,2,10,10,1,2,3,16,26
,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,2
,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,2
,,,,,,,0,3,0,2,3,1,9,0,3,5,4,9,21
,,,,,,,0,6,3,2,1,2,10,3,8,4,4,14,29
,,,,,,,0,0,0,2,1,0,6,3,8,5,2,3,24
,,,,,,,0,1,1,1,3,0,5,2,8,5,2,6,22
,,,,,,,0,3,2,4,3,1,4,2,6,4,1,13,17
,,,,,,,0,0,0,0,0,0,1,0,0,3,0,0,4
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,1,0,0,0,1,1,0,0,1,3,2,5
,,,,,,,0,0,0,0,1,1,0,0,0,1,2,2,3
,,,,,,,0,0,0,0,0,0,0,0,1,0,2,0,3
,,,,,,,0,0,0,1,4,1,1,0,2,5,2,6,10
,,,,,,,0,0,0,0,0,2,0,0,0,2,4,2,6
,,,,,,,0,0,0,0,0,2,0,0,0,1,6,2,7
,,,,,,,0,1,1,1,2,1,1,2,1,3,4,6,11
,,,,,,,0,0,1,1,2,0,1,1,2,3,2,4,9
,,,,,,,0,0,0,0,0,0,1,0,3,2,2,0,8
,,,,,,,0,1,0,2,2,2,1,0,2,5,4,7,12
,,,,,,,0,0,0,1,3,0,0,0,1,3,0,4,4
,,,,,,,0,0,0,0,0,2,0,0,1,1,4,2,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,0,0,1,2,2,0,0,1,4,4,7
,,,,,,,0,0,0,0,0,0,1,0,0,1,2,0,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,1,2,3,0,7
,,,,,,,0,0,0,0,0,1,1,0,1,2,1,1,5
,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,1
,,,,,,,0,0,0,0,0,0,0,0,1,4,2,0,7
,,,,,,,0,0,0,0,1,3,0,0,0,1,4,4,5
,,,,,,,0,1,0,0,0,1,1,0,0,0,6,2,7
,,,,,,,0,0,0,0,0,0,2,0,1,1,4,0,8
,,,,,,,0,1,0,0,1,1,1,0,2,3,4,3,10
,,,,,,,0,0,0,2,2,3,0,0,5,4,7,7,16
,,,,,,,0,0,0,0,2,2,2,0,2,3,5,4,12
,,,,,,,0,1,0,1,0,0,2,0,2,1,3,2,8
,,,,,,,0,0,1,1,0,3,0,1,2,1,7,5,11
,,,,,,,0,0,0,0,0,2,0,0,1,1,6,2,8
,,,,,,,0,0,0,1,1,2,0,0,3,3,2,4,8
,,,,,,,0,0,0,0,1,0,0,0,1,2,4,1,7
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,5,2,5
,,,,,,,0,0,0,0,0,2,0,0,1,0,4,2,5
,,,,,,,0,0,0,1,0,5,0,0,2,0,7,6,9
,,,,,,,0,0,0,0,0,0,1,1,2,2,3,0,9
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,2,3,2,0,1,2,5,5,10
,,,,,,,0,2,0,0,1,5,3,1,2,5,5,8,16
,,,,,,,0,0,1,2,2,0,2,2,3,4,2,5,13
,,,,,,,0,1,1,1,2,2,1,1,1,3,5,7,11
,,,,,,,0,0,0,0,0,2,0,0,1,2,3,2,6
,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,2,1,1,0,0,2,4,2,4,8
,,,,,,,0,0,0,1,3,2,0,0,1,3,3,6,7
,,,,,,,0,0,0,1,0,1,0,0,1,1,4,2,6
,,,,,,,0,2,1,3,3,2,3,1,6,4,6,11,20
,,,,,,,0,0,0,0,0,0,2,1,4,2,2,0,11
,,,,,,,0,0,0,1,1,0,0,0,1,1,0,2,2
,,,,,,,0,0,0,1,0,0,0,1,3,4,0,1,8
,,,,,,,0,1,1,0,2,0,2,1,2,3,2,4,10
,,,,,,,0,0,0,0,0,2,1,0,0,0,3,2,4
,,,,,,,0,1,0,0,0,1,1,1,0,0,6,2,8
,,,,,,,0,0,0,0,0,2,0,1,0,0,3,2,4
,,,,,,,0,0,0,0,0,0,2,1,0,1,1,0,5
,,,,,,,0,1,0,2,3,2,2,0,3,3,5,8,13
,,,,,,,0,0,0,0,0,1,0,0,2,1,4,1,7
,,,,,,,0,0,1,1,1,1,0,1,1,1,4,4,7
,,,,,,,0,0,0,0,0,0,0,2,2,1,4,0,9
,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,2
,,,,,,,0,1,0,1,0,0,1,0,1,3,2,2,7
,,,,,,,0,2,1,3,2,2,4,2,7,6,4,10,23
,,,,,,,0,0,0,2,3,3,3,2,6,5,6,8,22
,,,,,,,0,1,0,1,1,2,3,0,2,4,3,5,12
,,,,,,,0,0,0,2,3,1,1,0,3,7,3,6,14
,,,,,,,0,1,0,1,3,2,2,0,5,9,2,7,18
,,,,,,,0,0,0,2,6,0,6,0,6,7,5,8,24
,,,,,,,0,9,3,2,2,7,13,3,4,9,9,23,38
,,,,,,,0,0,0,0,0,2,7,3,3,2,4,2,19
,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,0,0,0,0,0,2,0,0,0,1,2,2,3
,,,,,,,0,0,0,0,0,0,1,0,1,2,4,0,8
,,,,,,,0,0,0,0,0,2,0,0,0,0,3,2,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,0,0,0,0,3,1,3
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,1,1,1,1,3,2,1,2,1,4,7,10
,,,,,,,0,0,0,0,0,1,0,0,1,0,2,1,3
,,,,,,,0,0,0,0,0,2,0,0,2,1,3,2,6
,,,,,,,0,0,1,1,1,1,0,1,2,1,4,4,8
,,,,,,,0,1,0,0,0,0,2,1,0,0,0,1,3
,,,,,,,0,0,0,0,0,1,2,2,1,2,2,1,9
,,,,,,,0,2,0,0,3,5,9,1,2,5,5,10,22
,,,,,,,0,0,0,0,0,0,3,0,0,2,2,0,7
,,,,,,,0,7,5,1,1,1,20,10,3,5,2,15,40
,,,,,,,0,13,13,2,1,2,37,30,5,10,4,31,86
,,,,,,,0,2,4,1,1,3,14,13,4,4,5,11,40
,,,,,,,0,0,0,0,1,1,2,3,1,1,2,2,9
,,,,,,,0,0,0,0,1,0,0,0,0,2,1,1,3
,,,,,,,0,0,0,0,0,0,0,0,1,3,1,0,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,2,0,0,0,0,3,2,3
,,,,,,,0,0,0,0,0,1,0,0,0,0,5,1,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,0,0,1,3,1,0,3,2,5,5,11
,,,,,,,0,0,0,3,3,3,1,0,4,3,6,9,14
,,,,,,,0,0,0,1,1,0,0,0,2,3,0,2,5
,,,,,,,0,0,0,0,2,1,0,0,1,2,4,3,7
,,,,,,,0,0,0,0,0,2,0,0,0,1,6,2,7
,,,,,,,0,0,0,0,0,1,1,0,0,1,3,1,5
,,,,,,,0,1,1,0,1,0,4,9,1,2,3,3,19
,,,,,,,0,1,2,0,0,2,3,6,1,1,3,5,14
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,2,0,0,0,0,3,0,0,1,1,2,5
,,,,,,,0,5,0,3,3,2,10,0,4,6,4,13,24
,,,,,,,0,2,0,3,5,0,10,3,8,8,4,10,33
,,,,,,,0,1,0,5,4,2,1,0,6,7,2,12,16
,,,,,,,0,0,0,1,2,1,0,0,4,5,2,4,11
,,,,,,,0,0,0,0,0,0,0,1,1,3,0,0,5
,,,,,,,0,0,0,0,3,0,0,0,0,3,0,3,3
,,,,,,,0,0,0,0,0,0,1,0,0,2,0,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,1,2,1,3,2,0,9
,,,,,,,0,0,1,0,1,0,3,1,1,4,2,2,11
,,,,,,,0,1,0,1,4,2,1,0,3,6,3,8,13
,,,,,,,0,0,0,0,0,0,0,0,2,5,0,0,7
,,,,,,,0,0,0,1,1,0,0,0,2,2,1,2,5
,,,,,,,0,0,0,0,0,1,0,0,1,1,6,1,8
,,,,,,,0,0,0,0,0,0,0,0,0,0,5,0,5
,,,,,,,0,0,0,0,1,2,1,0,0,1,2,3,4
,,,,,,,0,1,0,0,1,0,1,0,0,2,1,2,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,0,1,1,2,1,0,1,2,3,5,7
,,,,,,,0,0,0,0,2,0,1,0,1,5,2,2,9
,,,,,,,0,0,0,0,0,0,0,0,1,5,1,0,7
,,,,,,,0,0,0,1,2,1,0,0,2,3,2,4,7
,,,,,,,0,0,0,0,0,0,1,1,2,5,5,0,14
,,,,,,,0,1,0,1,2,3,2,0,2,6,7,7,17
,,,,,,,0,0,0,1,3,2,1,0,2,5,5,6,13
,,,,,,,0,0,0,0,3,2,1,0,1,5,2,5,9
,,,,,,,0,0,0,3,3,0,2,0,3,7,3,6,15
,,,,,,,0,0,0,0,1,0,0,0,1,2,4,1,7
,,,,,,,0,0,0,0,0,2,0,0,1,2,5,2,8
,,,,,,,0,0,1,3,3,3,1,1,3,5,5,10,15
,,,,,,,0,0,0,1,1,2,0,0,2,5,3,4,10
,,,,,,,0,0,0,2,2,3,0,0,3,4,6,7,13
,,,,,,,0,0,0,0,0,3,1,0,1,0,5,3,7
,,,,,,,0,0,0,0,0,0,1,0,0,0,2,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,2,0,0,0,0,6,2,6
,,,,,,,0,0,0,0,1,0,0,0,2,1,2,1,5
,,,,,,,0,0,0,2,0,1,0,1,2,1,5,3,9
,,,,,,,0,1,1,3,4,1,1,1,4,4,3,10,13
,,,,,,,0,0,0,2,1,2,2,0,6,8,3,5,19
,,,,,,,0,1,0,3,2,1,1,0,4,5,5,7,15
,,,,,,,0,0,0,0,0,0,2,0,1,4,2,0,9
,,,,,,,0,0,0,1,0,0,0,1,2,2,1,1,6
,,,,,,,0,0,0,1,1,4,0,1,1,2,5,6,9
,,,,,,,0,0,0,0,0,0,0,0,1,0,6,0,7
,,,,,,,0,0,0,0,0,4,0,0,0,1,4,4,5
,,,,,,,0,0,0,0,1,1,0,0,0,2,4,2,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,0,0,0,0,2,1,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,1,1,0,0,0,1,1,0,2,2
,,,,,,,0,0,0,0,1,2,0,0,0,3,2,3,5
,,,,,,,0,0,1,1,5,0,0,1,1,6,6,7,14
,,,,,,,0,0,0,1,1,3,0,1,1,4,6,5,12
,,,,,,,0,1,0,1,5,1,1,0,2,6,3,8,12
,,,,,,,0,0,0,0,0,0,1,0,2,1,3,0,7
,,,,,,,0,0,0,1,1,0,0,0,2,1,0,2,3
,,,,,,,0,2,0,0,0,0,2,0,2,2,0,2,6
,,,,,,,0,0,0,0,0,0,3,1,0,0,2,0,6
,,,,,,,0,1,2,0,1,4,4,3,1,1,8,8,17
,,,,,,,0,0,0,0,0,3,2,4,1,1,6,3,14
,,,,,,,0,1,0,0,0,0,1,1,1,1,1,1,5
,,,,,,,0,0,0,1,0,0,1,0,1,0,2,1,4
,,,,,,,0,0,0,0,0,1,0,0,1,0,4,1,5
,,,,,,,0,1,0,1,1,2,1,2,1,2,6,5,12
,,,,,,,0,1,1,2,1,0,2,1,2,2,5,5,12
,,,,,,,0,3,0,0,2,0,4,1,0,5,4,5,14
,,,,,,,0,1,0,0,2,1,2,0,2,4,2,4,10
,,,,,,,0,0,0,1,2,1,2,0,4,5,4,4,15
,,,,,,,0,0,0,0,0,0,1,0,0,2,1,0,4
,,,,,,,0,1,0,1,2,3,2,0,3,3,6,7,14
,,,,,,,0,0,0,1,1,4,3,0,5,7,6,6,21
,,,,,,,0,1,0,0,1,0,2,1,3,2,4,2,12
,,,,,,,0,2,0,2,0,2,5,0,5,5,4,6,19
,,,,,,,0,1,0,1,1,4,5,0,4,2,6,7,17
,,,,,,,0,0,0,0,0,2,0,0,0,0,3,2,3
,,,,,,,0,0,0,0,0,1,0,0,0,0,4,1,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,1,0,0,0,0,1,0,2,1,3
,,,,,,,0,0,0,1,0,1,0,1,2,2,1,2,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,2,1,0,3
,,,,,,,0,0,0,1,1,3,1,0,3,5,3,5,12
,,,,,,,0,0,0,2,0,0,0,0,4,2,1,2,7
,,,,,,,0,4,4,2,1,1,17,13,3,3,2,12,38
,,,,,,,0,22,21,2,5,0,42,30,9,9,2,50,92
,,,,,,,0,1,1,1,1,0,22,12,5,8,2,4,49
,,,,,,,0,0,0,0,0,1,0,0,0,1,4,1,5
,,,,,,,0,0,0,0,1,4,1,0,0,4,4,5,9
,,,,,,,0,0,0,1,3,2,0,0,1,5,5,6,11
,,,,,,,0,0,0,0,1,2,0,0,3,3,3,3,9
,,,,,,,0,0,0,0,0,1,0,0,0,2,5,1,7
,,,,,,,0,0,0,0,1,1,0,0,0,1,5,2,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,1,1,2,0,0,6,4,5,4,15
,,,,,,,0,0,0,4,1,0,0,0,5,1,3,5,9
,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,2
,,,,,,,0,0,0,0,0,1,0,0,0,0,2,1,2
,,,,,,,0,0,0,0,0,3,0,0,0,0,5,3,5
,,,,,,,0,0,0,0,0,2,1,3,0,1,6,2,11
,,,,,,,0,0,5,0,1,2,0,5,0,1,4,8,10
,,,,,,,0,1,0,0,0,0,1,3,1,0,2,1,7
,,,,,,,0,0,1,1,1,0,1,1,2,1,1,3,6
,,,,,,,0,3,1,1,2,2,4,3,3,4,3,9,17
,,,,,,,0,1,0,2,2,1,2,1,4,5,4,6,16
,,,,,,,0,0,0,0,2,1,0,0,3,8,2,3,13
,,,,,,,0,0,0,1,0,0,3,0,2,7,3,1,15
,,,,,,,0,3,0,2,5,2,4,0,3,10,3,12,20
,,,,,,,0,1,0,1,3,0,1,0,1,3,0,5,5
,,,,,,,0,0,0,0,0,0,1,0,0,2,0,0,3
,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,1,0,0,0,0,1,0,1,1,2,1,5
,,,,,,,0,1,0,3,3,4,1,0,3,6,6,11,16
,,,,,,,0,1,0,0,2,0,1,0,2,5,2,3,10
,,,,,,,0,0,0,0,0,0,0,0,1,3,4,0,8
,,,,,,,0,0,0,0,0,3,0,0,0,1,9,3,10
,,,,,,,0,0,0,0,0,4,0,0,0,0,6,4,6
,,,,,,,0,0,0,0,0,0,0,0,0,1,2,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,3,4,1,0,9
,,,,,,,0,1,0,3,2,1,1,0,4,3,2,7,10
,,,,,,,0,0,0,0,1,0,0,0,1,6,2,1,9
,,,,,,,0,0,0,1,1,2,0,0,2,4,4,4,10
