element,id,amenity,operator,brand,cash_in,opening_hours,target,cafe_300,restaurant_300,pharmacy_300,shop_300,bus_stop_300,cafe_500,restaurant_500,pharmacy_500,shop_500,bus_stop_500,poi_sum_300,poi_sum_500
node,9318132160.0,atm,Сбербанк,Сбербанк,no,,1,4,2,1,0,2,18,10,5,4,3,9,40
node,9326552063.0,atm,АО «ТБанк»,Т-Банк,,,1,1,0,0,0,6,1,0,1,3,11,7,16
node,9341937034.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,0,0,1,1,2,3,1,3,1,4,4,12
node,9360745802.0,atm,АО «ТБанк»,Т-Банк,yes,24/7,1,1,0,1,2,3,1,2,3,3,7,7,16
node,9365408179.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,,,1,0,0,2,4,2,0,0,3,8,7,8,18
node,9379350935.0,atm,ПАО Сбербанк,Сбербанк,,24/7,1,1,0,2,3,2,1,0,3,6,2,8,12
node,9396692409.0,atm,ПАО РОСБАНК,,,Mo-Su 10:00-23:00,1,1,0,1,1,1,1,1,1,2,6,4,11
node,9396692410.0,atm,АО «ТБанк»,Т-Банк,,Mo-Su 10:00-23:00,1,1,1,1,2,3,1,3,1,3,6,8,14
node,9436476935.0,atm,АО «ТБанк»,Т-Банк,,,1,1,0,1,1,3,2,0,3,5,6,6,16
node,9446929633.0,atm,"КБ ""Кубань Кредит"" ООО",,,24/7,1,2,8,1,2,2,5,16,1,3,5,15,30
node,9480875899.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,,1,0,0,2,1,1,0,0,2,1,5,4,8
node,9493125451.0,atm,АО «ТБанк»,Т-Банк,,,1,3,1,1,3,1,5,1,3,4,13,9,26
node,9494695518.0,atm,Альфа-Банк,Альфа-Банк,,Mo-Su 09:00-22:00,1,0,2,2,3,6,5,6,6,3,8,13,28
node,9503353761.0,atm,ПАО Сбербанк,Сбербанк,,,1,1,1,1,1,0,5,8,5,2,3,4,23
node,9507030086.0,atm,Банк ГПБ (АО),Газпромбанк,,,1,5,0,0,0,0,13,2,2,2,0,5,19
node,9510617338.0,atm,ПАО Сбербанк,Сбербанк,,,1,0,1,2,4,0,0,2,4,4,1,7,11
node,9537436756.0,atm,ПАО Сбербанк,Сбербанк,,24/7,1,1,0,2,0,1,5,2,4,4,2,4,17
node,9573108452.0,atm,ПАО Сбербанк,Сбербанк,,24/7,1,6,1,0,0,4,9,2,4,5,8,11,28
node,9580996554.0,atm,ПАО Сбербанк,Сбербанк,,,1,1,0,2,3,4,1,1,2,3,5,10,12
node,9609043448.0,atm,АО «ТБанк»,Тинькофф Банк,,,1,2,0,1,4,2,2,0,1,5,3,9,11
node,9610759341.0,atm,Сбербанк,Сбербанк,yes,,1,8,3,1,1,6,12,3,4,7,8,19,34
node,9646160424.0,atm,ПАО Сбербанк,Сбербанк,,24/7,1,4,0,2,5,2,7,2,3,6,4,13,22
node,9675107311.0,atm,ПАО Сбербанк,Сбербанк,,24/7,1,0,1,1,0,2,0,2,2,1,4,4,9
node,9712375987.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,3,3,1,1,8,4,9,5,6,13,16,37
node,9714366903.0,atm,АО «ТБанк»,Т-Банк,,,1,16,3,2,2,5,34,9,3,6,7,28,59
node,9718275885.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,24/7,1,0,0,0,1,2,0,0,2,6,9,3,17
node,9718275888.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,Mo-Fr 11:00-19:00,1,0,0,0,1,3,0,0,2,6,9,4,17
node,9718275891.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-21:45,1,1,1,3,5,2,1,1,4,6,7,12,19
node,9718275908.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-21:00,1,2,0,5,5,5,3,5,9,8,10,17,35
node,9718275916.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-24:00,1,3,3,0,1,3,5,9,0,2,5,10,21
node,9718286418.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Fr 08:00-21:00;Sa-Su 10:00-20:00,1,15,7,2,2,2,18,12,2,2,4,28,38
node,9718286429.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 08:00-23:00,1,4,12,0,0,1,9,19,2,2,2,17,34
node,9718286433.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,0,0,0,1,2,0,0,0,2,5,3,7
node,9718286435.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 08:00-23:00,1,1,1,2,0,0,3,1,2,0,1,4,7
node,9718286452.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,2,0,1,4,2,2,1,4,5,4,9,16
node,9718286453.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,yes,Mo-Su 09:00-21:00,1,3,1,2,2,6,3,1,8,5,7,14,24
node,9718286470.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-21:00,1,1,0,0,0,1,1,0,0,0,7,2,8
node,9718286477.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,1,0,2,2,3,2,1,2,3,7,8,15
node,9718286494.0,atm,Московский кредитный банк,Московский кредитный банк,,Mo-Su 10:00-21:00,1,0,1,3,6,2,0,2,3,6,3,12,14
node,9718286502.0,atm,Московский кредитный банк,Московский кредитный банк,,24/7,1,1,2,3,4,5,5,4,6,6,8,15,29
node,9718286504.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,9,10,1,0,1,11,10,1,1,3,21,26
node,9718286515.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 08:00-22:00,1,2,4,1,1,1,2,4,1,2,3,9,12
node,9718286518.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-21:00,1,0,0,1,5,3,7,2,3,9,7,9,28
node,9718286519.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,no,24/7,1,0,0,2,7,2,4,1,6,9,5,11,25
node,9718286523.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-22:00,1,0,1,1,1,0,2,1,1,2,3,3,9
node,9718286540.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,Mo-Su 07:00-00:00,1,0,0,1,1,1,1,0,3,6,4,3,14
node,9718286541.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,24/7,1,0,0,0,0,3,0,0,0,1,5,3,6
node,9718286565.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,1,0,1,3,3,4,0,5,8,10,8,27
node,9718286607.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,24/7,1,13,6,2,1,1,19,14,9,6,7,23,55
node,9718286614.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-21:00,1,2,0,0,1,3,6,0,3,3,10,6,22
node,9718286642.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,no,Mo-Fr 11:00-19:00,1,4,2,6,5,6,10,5,10,12,7,23,44
node,9718286647.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Fr 11:00-24:00; Mo-Th 12:00-23:00; Sa-Su 11:00-23:00,1,0,0,2,1,4,1,0,6,5,7,7,19
node,9718286648.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-18:00,1,0,0,0,0,0,0,0,0,1,2,0,3
node,9718286684.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,3,2,1,2,2,12,10,5,4,9,10,40
node,9718286688.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,0,1,3,3,2,0,1,4,4,2,9,11
node,9718286690.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-22:00,1,1,0,3,3,3,2,0,3,5,3,10,13
node,9718286695.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,0,1,0,3,1,0,1,0,3,1,5,5
node,9718286707.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,24/7,1,4,0,2,3,7,10,1,5,11,7,16,34
node,9718286729.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,10,9,1,1,1,14,17,3,2,6,22,42
node,9718286738.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-21:00,1,0,0,2,2,3,0,0,2,3,5,7,10
node,9718286780.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 10:00-22:00,1,3,3,2,2,1,4,5,6,7,6,11,28
node,9718286784.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,2,0,4,3,4,2,0,5,5,4,13,16
node,9718286785.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Fr 09:00-21:00,1,2,3,1,0,2,6,9,1,1,5,8,22
node,9718286798.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-19:00,1,2,1,1,0,0,3,1,1,1,0,4,6
node,9718286809.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-22:00,1,2,6,2,3,2,2,7,2,4,5,15,20
node,9718286814.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,0,0,2,2,3,0,0,2,3,7,7,12
node,9718286831.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Su 09:00-21:00,1,0,0,1,4,2,3,2,3,8,3,7,19
node,9718286849.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,0,1,1,0,2,3,2,7,2,5,4,19
node,9718286855.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,Mo-Su 08:00-24:00,1,0,1,1,1,0,0,1,1,1,3,3,6
node,9718286879.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,0,1,2,1,1,1,5,4,4,5,5,19
node,9718286915.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,Mo-Fr 11:00-19:00,1,6,4,3,4,2,7,5,4,5,10,19,31
node,9718286917.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,2,0,8,5,5,4,1,8,6,6,20,25
node,9718286918.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,,24/7,1,2,1,3,2,6,5,2,4,8,8,14,27
node,9718286942.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,Mo-Su 09:00-22:00,1,2,2,0,4,0,9,5,1,8,3,8,26
node,9718286951.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",Московский кредитный банк,,24/7,1,1,0,1,2,4,3,0,1,4,10,8,18
node,9732470917.0,atm,АО «ТБанк»,Т-Банк,,,1,0,0,0,0,2,2,1,0,2,5,2,10
node,9750312015.0,atm,Банк ВТБ (ПАО),ВТБ,,Mo-Fr 09:00-17:00,1,0,0,0,1,2,0,1,1,3,3,3,8
node,9757676912.0,atm,АО «ТБанк»,Т-Банк,,,1,3,0,3,1,4,5,0,4,2,5,11,16
node,9769555911.0,atm,"АО ""Райффайзенбанк""",Райффайзен,,,1,3,0,1,5,2,7,1,1,7,9,11,25
node,9828857417.0,atm,АО «ТБанк»,Т-Банк,,,1,3,6,1,1,0,6,7,1,2,2,11,18
node,9933988559.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,1,2,2,2,4,7,7,5,5,5,11,29
node,9937432818.0,atm,ПАО Сбербанк,Сбербанк,,,1,6,11,3,3,2,20,14,7,7,4,25,52
node,9955033815.0,atm,"ПАО АКБ ""АВАНГАРД""",,,24/7,1,2,3,1,1,2,2,4,2,2,2,9,12
node,9959933817.0,atm,"АО ""Райффайзенбанк""",Райффайзен,yes,Mo-Su 08:00-23:00,1,1,0,1,1,2,3,0,1,2,4,5,10
node,9963476916.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,1,1,0,0,3,4,2,0,0,5,5,11
node,9963490717.0,atm,ПАО Сбербанк,Сбербанк,,,1,1,1,0,0,3,4,2,0,0,5,5,11
node,9973372472.0,atm,"АО ""Райффайзенбанк""",Райффайзен,,,1,1,3,1,1,2,2,4,2,2,2,8,12
node,9985138767.0,atm,Банк ВТБ (ПАО),ВТБ,yes,05:30-01:00,1,4,0,4,4,6,10,2,11,12,9,18,44
node,9996849881.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,,,1,0,0,0,0,2,0,0,0,1,4,2,5
node,9996849882.0,atm,"АО ""Райффайзенбанк""",Райффайзен,,,1,0,0,0,0,2,0,0,0,1,4,2,5
node,9996849883.0,atm,АО «ТБанк»,Т-Банк,,,1,0,0,0,0,2,0,1,0,1,3,2,5
node,9996849884.0,atm,ПАО Сбербанк,Сбербанк,,,1,0,0,0,0,2,0,1,0,1,3,2,5
node,9996849885.0,atm,"ПАО ""Промсвязьбанк""",Промсвязьбанк,,,1,0,0,0,0,2,0,1,0,1,3,2,5
node,9996849889.0,atm,ПАО Сбербанк,Сбербанк,,,1,0,0,5,4,5,0,1,12,8,9,14,30
node,9996849890.0,atm,"АО ""Райффайзенбанк""",Райффайзен,,,1,0,0,5,4,5,0,1,11,8,9,14,29
node,10001921935.0,atm,АО «ТБанк»,Т-Банк,,,1,0,0,1,3,6,1,0,1,3,9,10,14
node,10047578258.0,atm,"АО ""Россельхозбанк""",Россельхозбанк,yes,,1,13,2,2,3,4,31,7,3,6,9,24,56
node,10055843663.0,atm,Банк ВТБ (ПАО),ВТБ,yes,,1,5,0,2,1,0,8,0,3,2,1,8,14
node,10085664451.0,atm,"АО ""Почта Банк""",Почта Банк,,,1,0,0,4,7,2,1,0,4,7,3,13,15
node,10119667789.0,atm,АО «ТБанк»,Тинькофф Банк,yes,,1,0,0,2,5,2,0,0,3,6,5,9,14
node,10209861432.0,atm,"""Азиатско-Тихоокеанский Банк"" (АО)",,,Mo-Fr 09:00-19:00,1,1,3,0,0,2,11,7,4,4,8,6,34
node,10238025893.0,atm,ПАО Сбербанк,Сбербанк,yes,24/7,1,2,0,4,4,2,6,0,9,11,8,12,34
node,10265925449.0,atm,ПАО Сбербанк,Сбербанк,,,1,21,5,2,4,4,32,13,2,7,5,36,59
node,10265925450.0,atm,ПАО Сбербанк,Сбербанк,,,1,21,6,2,4,4,31,13,2,7,5,37,58
node,10267864011.0,atm,Банк ГПБ (АО),Газпромбанк,,,1,4,3,1,1,2,13,8,5,4,9,11,39
node,10279191947.0,atm,"ПАО Банк ""ФК Открытие""",Открытие,,,1,0,0,0,0,2,2,1,0,2,5,2,10
node,10279191948.0,atm,Уралсиб,Уралсиб,,,1,0,0,0,0,2,2,1,0,2,5,2,10
node,10279565906.0,atm,Сбербанк,Сбербанк,yes,,1,3,0,0,1,1,3,0,0,2,5,5,10
node,10288133349.0,atm,Банк ВТБ (ПАО),ВТБ,no,,1,0,0,0,0,2,0,0,1,1,6,2,8
node,10288133351.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,0,0,0,0,2,0,0,1,1,6,2,8
node,10309568720.0,atm,АО «ТБанк»,Т-Банк,yes,,1,0,0,3,2,2,0,2,3,3,5,7,13
node,10554207348.0,atm,АО «ТБанк»,Т-Банк,yes,,1,3,1,3,5,2,4,1,5,6,6,14,22
node,10572314648.0,atm,Банк ВТБ (ПАО),ВТБ,yes,08:00-20:00,1,1,1,0,0,1,3,2,3,7,2,3,17
node,10654187863.0,atm,АО «ТБанк»,Т-Банк,yes,,1,6,5,0,2,0,8,5,0,2,0,13,15
node,10657387228.0,atm,АО «ТБанк»,Т-Банк,,,1,0,0,1,2,4,0,0,1,2,5,7,8
node,10669825284.0,atm,АО ЮниКредит Банк,ЮниКредит Банк,no,Mo-Su 07:30-21:00,1,0,1,3,5,2,0,2,4,5,3,11,14
node,10697371893.0,atm,"ПАО СКБ Приморья ""Примсоцбанк""",,,Mo-Su 09:00-22:00,1,2,1,0,1,0,4,1,1,1,0,4,7
node,10711824086.0,atm,ВТБ,ВТБ,no,,1,1,0,0,0,3,4,0,1,2,6,4,13
node,10752457315.0,atm,ПАО РОСБАНК,Росбанк,,24/7,1,5,3,0,4,1,12,10,6,8,5,13,41
node,10811625618.0,atm,АО «ТБанк»,Т-Банк,,24/7,1,5,1,1,1,3,5,2,3,3,4,11,17
node,10841373799.0,atm,АО «ТБанк»,Т-Банк,,,1,3,0,0,2,0,3,0,2,8,2,5,15
node,10841373800.0,atm,ПАО Сбербанк,Сбербанк,,,1,2,0,1,4,0,3,0,1,4,2,7,10
node,10861661519.0,atm,ПАО Сбербанк,Сбербанк,,,1,1,3,0,1,3,3,5,2,2,5,8,17
node,10871536105.0,atm,ПАО Сбербанк,Сбербанк,,Mo-Su 10:00-22:00,1,2,0,0,1,3,3,1,3,4,5,6,16
node,10871536205.0,atm,ПАО Сбербанк,Сбербанк,yes,24/7,1,0,0,2,1,0,0,0,2,1,2,3,5
node,10878038622.0,atm,Сбербанк,Сбербанк,,09:00-23:00,1,0,0,1,1,1,1,0,1,2,2,3,6
node,10886411305.0,atm,АО «Ишбанк»,,yes,24/7,1,0,4,1,1,2,0,4,2,3,3,8,12
node,10922438337.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,,,1,7,3,1,1,2,7,4,1,3,2,14,17
node,10922438338.0,atm,Банк ГПБ (АО),Газпромбанк,,,1,7,3,1,1,2,7,4,1,3,2,14,17
node,10922438339.0,atm,АО «ТБанк»,Т-Банк,,,1,7,3,1,1,2,7,4,1,3,2,14,17
node,11011826850.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,yes,,1,5,0,2,1,0,8,0,3,2,1,8,14
node,11011826851.0,atm,АО «ТБанк»,Т-Банк,yes,,1,5,0,2,1,0,8,0,3,2,1,8,14
node,11011826852.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,4,0,2,1,0,8,0,3,2,1,7,14
node,11011826853.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,4,0,2,1,0,8,0,3,2,1,7,14
node,11033189877.0,atm,ПАО Сбербанк,Сбербанк,,,1,0,0,1,1,1,0,0,3,6,4,3,13
node,11049032553.0,atm,ПАО Сбербанк,Сбербанк,,,1,2,0,0,2,7,3,0,0,4,8,11,15
node,11049032554.0,atm,АО «ТБанк»,Т-Банк,,,1,2,0,0,2,7,3,0,0,4,8,11,15
node,11164790324.0,atm,АО «ТБанк»,Тинькофф Банк,,Mo-Su 10:00-22:00,1,9,7,3,3,3,22,27,8,8,5,25,70
node,11164798675.0,atm,Сбербанк,Сбербанк,,Mo-Su 10:00-22:00,1,9,7,3,3,3,22,27,8,8,6,25,71
node,11164804857.0,atm,Альфа-Банк,Альфа-Банк,,Mo-Su 10:00-22:00,1,10,7,3,3,3,22,27,8,8,5,26,70
node,11171038095.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,2,0,5,5,7,2,0,5,9,7,19,23
node,11171038096.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,2,0,5,6,7,2,0,5,9,7,20,23
node,11173518588.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,0,0,1,2,2,1,1,5,6,5,5,18
node,11173518589.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,yes,,1,0,0,1,2,2,1,1,5,6,5,5,18
node,11176622014.0,atm,Банк ВТБ (ПАО),ВТБ,,06:00-01:00,1,0,0,0,1,3,2,0,4,2,5,4,13
node,11181695310.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,1,0,1,3,5,2,0,2,3,10,10,17
node,11184160858.0,atm,ВТБ,ВТБ,,,1,0,0,0,0,1,2,0,0,2,6,1,10
node,11191207573.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",,no,24/7,1,0,3,1,5,1,0,3,3,6,4,10,16
node,11197689058.0,atm,АО «ТБанк»,Тинькофф Банк,yes,,1,0,0,0,3,4,0,0,4,8,4,7,16
node,11205087437.0,atm,ПАО Сбербанк,Сбербанк,,24/7,1,0,0,0,0,2,0,0,0,1,4,2,5
node,11215885509.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,,Mo-Su 10:00-22:00,1,14,14,3,1,9,18,17,5,7,14,41,61
node,11221827340.0,atm,Райффайзен,Райффайзен,,24/7,1,2,3,0,0,3,5,11,0,1,7,8,24
node,11224311988.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,0,0,1,1,2,0,0,1,1,5,4,7
node,11227517338.0,atm,АО «ТБанк»,Т-Банк,,,1,2,2,5,10,1,6,4,15,15,4,20,44
node,11229736418.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,2,3,1,4,1,6,8,4,8,3,11,29
node,11251836533.0,atm,ПАО Сбербанк,Сбербанк,,,1,1,0,2,3,1,7,1,6,8,1,7,23
node,11288672948.0,atm,"ПАО ""Банк ""Санкт-Петербург""",,,24/7,1,1,1,0,0,1,7,3,1,1,5,3,17
node,11288672950.0,atm,"ПАО ""Банк ""Санкт-Петербург""",,,Mo-Fr 10:00-18:00,1,4,0,2,3,3,6,1,2,4,4,12,17
node,11289345386.0,atm,АО «ТБанк»,Т-Банк,yes,,1,0,0,1,3,2,0,0,2,6,2,6,10
node,11295399327.0,atm,АО «ТБанк»,Т-Банк,,,1,4,0,2,5,2,7,1,3,6,4,13,21
node,11296271221.0,atm,АО «ТБанк»,Тинькофф Банк,,08:00-23:00,1,0,0,3,2,4,0,0,3,5,11,9,19
node,11327690598.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,yes,,1,2,0,1,7,1,2,0,1,7,3,11,13
node,11327691761.0,atm,ПАО Сбербанк,Сбербанк,,,1,2,0,1,4,2,2,0,2,8,2,9,14
node,11343828318.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,1,0,5,6,5,11,3,12,9,9,17,44
node,11368909677.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,0,0,1,2,2,2,0,3,3,5,5,13
node,11407140380.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,0,0,0,2,2,0,0,1,3,3,4,7
node,11409835104.0,atm,АО «ТБанк»,Т-Банк,yes,,1,3,0,2,4,2,6,0,3,4,3,11,16
node,11409835105.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,yes,,1,3,0,2,4,2,6,0,3,4,3,11,16
node,11409835106.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,4,0,2,4,2,6,0,3,4,3,12,16
node,11409835107.0,atm,"""СДМ-Банк"" (ПАО)",,no,,1,3,0,2,4,2,6,0,3,4,3,11,16
node,11477263262.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,,Mo-Su 10:00-22:00,1,5,0,1,1,2,8,0,1,1,3,9,13
node,11477279180.0,atm,ПАО Сбербанк,Сбербанк,,Mo-Su 09:00-21:00,1,5,0,1,1,2,8,0,1,1,3,9,13
node,11481235075.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,2,0,1,1,1,9,2,1,5,6,5,23
node,11481235076.0,atm,ПАО РОСБАНК,Росбанк,,,1,2,0,1,1,1,9,2,1,5,6,5,23
node,11487140663.0,atm,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",МКБ,,Mo-Su 09:00-21:00,1,0,0,0,1,0,2,0,1,6,7,1,16
node,11503408639.0,atm,ВТБ,ВТБ,,,1,6,0,4,3,4,6,2,8,8,7,17,31
node,11526519008.0,atm,ПАО Сбербанк,Сбербанк,,,1,4,2,2,3,3,9,4,7,7,4,14,31
node,11617079709.0,atm,"АО ""Райффайзенбанк""",Райффайзен,,,1,1,0,1,2,3,1,1,1,3,6,7,12
node,11617079711.0,atm,ПАО Сбербанк,Сбербанк,,,1,1,0,1,2,3,1,1,1,3,6,7,12
node,11617079712.0,atm,"АО ""Альфа-Банк""",Альфа-Банк,,,1,1,0,1,2,3,1,1,1,3,6,7,12
node,11617079713.0,atm,АО «ТБанк»,Т-Банк,,,1,1,0,1,2,2,1,1,1,3,6,6,12
node,11619507158.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,7,1,1,7,3,13,5,1,10,4,19,33
node,11623725790.0,atm,Банк ВТБ (ПАО),ВТБ,,Mo-Su 08:00-20:00,1,1,0,2,2,3,1,0,3,4,5,8,13
node,11699000905.0,atm,ПАО Сбербанк,Сбербанк,,Mo-Su 08:30-23:00,1,0,1,3,3,3,1,1,4,6,4,10,16
node,11699186376.0,atm,ПАО Сбербанк,Сбербанк,,Mo-Su 09:00-23:00,1,0,0,2,4,3,4,0,5,5,11,9,25
node,11717137969.0,atm,АО «ТБанк»,Т-Банк,,Mo-Su 08:00-23:59,1,1,0,3,2,2,1,0,3,3,2,8,9
node,11718405531.0,atm,ПАО Сбербанк,Сбербанк,,Mo-Su 08:00-23:00,1,1,0,0,3,3,3,1,4,5,7,7,20
node,11758187843.0,atm,АО «ТБанк»,Т-Банк,,,1,5,2,2,3,3,7,3,4,6,9,15,29
node,11758187844.0,atm,"АО ""Райффайзенбанк""",Райффайзен,,,1,5,2,2,3,3,7,3,4,6,9,15,29
node,11822889767.0,atm,"ПАО ""Промсвязьбанк""",Промсвязьбанк,,,1,1,3,0,0,4,1,5,0,0,8,8,14
node,11841159841.0,atm,ПАО Сбербанк,Сбербанк,yes,,1,7,3,1,1,2,7,4,1,3,2,14,17
node,11999386240.0,atm,ПАО Сбербанк,Сбербанк,,,1,3,2,2,2,3,5,2,4,8,5,12,24
node,12000692198.0,atm,АО «ТБанк»,Т-Банк,,,1,5,1,4,5,2,5,1,5,5,4,17,20
node,12000692199.0,atm,Сбербанк,Сбербанк,,,1,5,1,4,5,2,5,1,5,5,4,17,20
node,12000767597.0,atm,Банк ВТБ (ПАО),ВТБ,yes,,1,8,0,0,1,0,10,1,1,3,0,9,15
node,12000797488.0,atm,АО «ТБанк»,Т-Банк,,,1,6,0,0,1,0,10,1,0,3,0,7,14
node,12026306247.0,atm,Банк ВТБ (ПАО),ВТБ,yes,,1,0,0,0,1,0,5,1,2,4,3,1,15
node,12048027167.0,atm,Банк ВТБ (ПАО),ВТБ,,,1,7,11,0,0,2,12,18,3,5,5,20,43
